age, workclass, native-country, sex, race, marital-status, income
[23 - 39], [12 - 13], [0 - 2174], 0, [40 - 56], gov, United-States, Male, White, Not-in-family, Other, Never-married, <=50K
[39 - 47], [9 - 13], 0, 0, [24 - 40], Private, United-States, Female, White, Unmarried, *, *, <=50K
[17 - 24], [7 - 13], 0, 0, [28 - 40], self, United-States, Male, White, Own-child, Nontechnical, Never-married, <=50K
[17 - 24], [7 - 13], 0, 0, [28 - 40], self, United-States, Male, White, Own-child, Nontechnical, Never-married, <=50K
[17 - 24], [7 - 13], 0, 0, [28 - 40], self, United-States, Male, White, Own-child, Nontechnical, Never-married, <=50K
[41 - 49], [5 - 13], 0, 0, [38 - 50], Private, United-States, Female, White, Not-in-family, Technical, Divorced, >50K
[41 - 49], [5 - 13], 0, 0, [38 - 50], Private, United-States, Female, White, Not-in-family, Technical, Divorced, <=50K
[41 - 49], [5 - 13], 0, 0, [38 - 50], Private, United-States, Female, White, Not-in-family, Technical, Divorced, <=50K
[37 - 67], [9 - 13], 0, [0 - 2392], [6 - 52], Private, United-States, Male, White, Not-in-family, *, *, <=50K
[37 - 67], [9 - 13], 0, [0 - 2392], [6 - 52], Private, United-States, Male, White, Not-in-family, *, *, >50K
[37 - 67], [9 - 13], 0, [0 - 2392], [6 - 52], Private, United-States, Male, White, Not-in-family, *, *, <=50K
[19 - 40], 9, 0, 0, [35 - 50], *, United-States, Female, White, Not-in-family, *, Divorced, <=50K
[19 - 40], 9, 0, 0, [35 - 50], *, United-States, Female, White, Not-in-family, *, Divorced, <=50K
[19 - 40], 9, 0, 0, [35 - 50], *, United-States, Female, White, Not-in-family, *, Divorced, <=50K
[27 - 39], [9 - 13], 0, 0, [40 - 99], Private, United-States, Male, White, Husband, Craft-repair, Married-civ-spouse, <=50K
[27 - 39], [9 - 13], 0, 0, [40 - 99], Private, United-States, Male, White, Husband, Craft-repair, Married-civ-spouse, <=50K
[27 - 39], [9 - 13], 0, 0, [40 - 99], Private, United-States, Male, White, Husband, Craft-repair, Married-civ-spouse, >50K
[19 - 48], [10 - 16], 0, 0, [20 - 50], *, United-States, Male, White, Own-child, Technical, *, >50K
[19 - 48], [10 - 16], 0, 0, [20 - 50], *, United-States, Male, White, Own-child, Technical, *, <=50K
[19 - 48], [10 - 16], 0, 0, [20 - 50], *, United-States, Male, White, Own-child, Technical, *, <=50K
[41 - 48], [7 - 13], 0, 0, [40 - 60], Private, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, <=50K
[41 - 48], [7 - 13], 0, 0, [40 - 60], Private, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, >50K
[41 - 48], [7 - 13], 0, 0, [40 - 60], Private, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, >50K
[28 - 39], [9 - 13], [0 - 15024], 0, [40 - 70], Self-emp-inc, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, <=50K
[28 - 39], [9 - 13], [0 - 15024], 0, [40 - 70], Self-emp-inc, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, >50K
[28 - 39], [9 - 13], [0 - 15024], 0, [40 - 70], Self-emp-inc, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, >50K
[32 - 37], 9, 0, 0, 40, Private, United-States, Male, White, Husband, Machine-op-inspct, Married-civ-spouse, <=50K
[32 - 37], 9, 0, 0, 40, Private, United-States, Male, White, Husband, Machine-op-inspct, Married-civ-spouse, <=50K
[32 - 37], 9, 0, 0, 40, Private, United-States, Male, White, Husband, Machine-op-inspct, Married-civ-spouse, <=50K
[31 - 55], [3 - 12], 0, 0, [25 - 40], Private, United-States, *, *, Unmarried, *, Divorced, <=50K
[31 - 55], [3 - 12], 0, 0, [25 - 40], Private, United-States, *, *, Unmarried, *, Divorced, <=50K
[31 - 55], [3 - 12], 0, 0, [25 - 40], Private, United-States, *, *, Unmarried, *, Divorced, <=50K
[28 - 39], [8 - 9], 0, 0, 40, Private, United-States, Male, White, Husband, Transport-moving, Married-civ-spouse, >50K
[28 - 39], [8 - 9], 0, 0, 40, Private, United-States, Male, White, Husband, Transport-moving, Married-civ-spouse, <=50K
[28 - 39], [8 - 9], 0, 0, 40, Private, United-States, Male, White, Husband, Transport-moving, Married-civ-spouse, <=50K
[19 - 49], [9 - 12], 0, 0, [30 - 44], Private, United-States, Female, White, Not-in-family, Adm-clerical, Never-married, <=50K
[19 - 49], [9 - 12], 0, 0, [30 - 44], Private, United-States, Female, White, Not-in-family, Adm-clerical, Never-married, <=50K
[19 - 49], [9 - 12], 0, 0, [30 - 44], Private, United-States, Female, White, Not-in-family, Adm-clerical, Never-married, <=50K
[37 - 41], [13 - 15], [0 - 7688], [0 - 2415], [40 - 50], Private, United-States, Male, White, Husband, Prof-specialty, Married-civ-spouse, >50K
[37 - 41], [13 - 15], [0 - 7688], [0 - 2415], [40 - 50], Private, United-States, Male, White, Husband, Prof-specialty, Married-civ-spouse, <=50K
[37 - 41], [13 - 15], [0 - 7688], [0 - 2415], [40 - 50], Private, United-States, Male, White, Husband, Prof-specialty, Married-civ-spouse, >50K
[42 - 58], [6 - 15], 0, 0, [60 - 65], Self-emp-not-inc, United-States, Male, White, Husband, Farming-fishing, Married-civ-spouse, >50K
[42 - 58], [6 - 15], 0, 0, [60 - 65], Self-emp-not-inc, United-States, Male, White, Husband, Farming-fishing, Married-civ-spouse, <=50K
[42 - 58], [6 - 15], 0, 0, [60 - 65], Self-emp-not-inc, United-States, Male, White, Husband, Farming-fishing, Married-civ-spouse, <=50K
[30 - 51], [13 - 14], [0 - 15024], 0, [45 - 60], Private, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, >50K
[30 - 51], [13 - 14], [0 - 15024], 0, [45 - 60], Private, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, >50K
[30 - 51], [13 - 14], [0 - 15024], 0, [45 - 60], Private, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, >50K
[50 - 55], [5 - 9], 0, 0, [20 - 30], Self-emp-not-inc, United-States, Male, White, Husband, Craft-repair, Married-civ-spouse, <=50K
[50 - 55], [5 - 9], 0, 0, [20 - 30], Self-emp-not-inc, United-States, Male, White, Husband, Craft-repair, Married-civ-spouse, <=50K
[50 - 55], [5 - 9], 0, 0, [20 - 30], Self-emp-not-inc, United-States, Male, White, Husband, Craft-repair, Married-civ-spouse, <=50K
[37 - 44], 9, 0, 0, [10 - 55], self, United-States, Male, White, *, *, Divorced, <=50K
[37 - 44], 9, 0, 0, [10 - 55], self, United-States, Male, White, *, *, Divorced, <=50K
[37 - 44], 9, 0, 0, [10 - 55], self, United-States, Male, White, *, *, Divorced, <=50K
[23 - 31], [9 - 13], 0, 0, [25 - 40], Private, United-States, Male, White, Not-in-family, Sales, Never-married, <=50K
[23 - 31], [9 - 13], 0, 0, [25 - 40], Private, United-States, Male, White, Not-in-family, Sales, Never-married, <=50K
[23 - 31], [9 - 13], 0, 0, [25 - 40], Private, United-States, Male, White, Not-in-family, Sales, Never-married, >50K
[39 - 67], [9 - 14], 0, 0, [40 - 43], self, United-States, Male, *, Husband, Exec-managerial, Married-civ-spouse, >50K
[39 - 67], [9 - 14], 0, 0, [40 - 43], self, United-States, Male, *, Husband, Exec-managerial, Married-civ-spouse, >50K
[39 - 67], [9 - 14], 0, 0, [40 - 43], self, United-States, Male, *, Husband, Exec-managerial, Married-civ-spouse, >50K
[20 - 41], [7 - 11], [0 - 3103], 0, [40 - 44], Private, United-States, Male, White, Husband, Machine-op-inspct, Married-civ-spouse, >50K
[20 - 41], [7 - 11], [0 - 3103], 0, [40 - 44], Private, United-States, Male, White, Husband, Machine-op-inspct, Married-civ-spouse, <=50K
[20 - 41], [7 - 11], [0 - 3103], 0, [40 - 44], Private, United-States, Male, White, Husband, Machine-op-inspct, Married-civ-spouse, <=50K
[24 - 47], [10 - 14], 0, 0, [25 - 40], Private, United-States, Female, White, Not-in-family, *, Never-married, <=50K
[24 - 47], [10 - 14], 0, 0, [25 - 40], Private, United-States, Female, White, Not-in-family, *, Never-married, <=50K
[24 - 47], [10 - 14], 0, 0, [25 - 40], Private, United-States, Female, White, Not-in-family, *, Never-married, <=50K
[33 - 37], 9, 0, 0, [30 - 40], Private, United-States, Male, White, Husband, Craft-repair, Married-civ-spouse, <=50K
[33 - 37], 9, 0, 0, [30 - 40], Private, United-States, Male, White, Husband, Craft-repair, Married-civ-spouse, >50K
[33 - 37], 9, 0, 0, [30 - 40], Private, United-States, Male, White, Husband, Craft-repair, Married-civ-spouse, <=50K
[42 - 56], [9 - 12], 0, 0, [40 - 55], Private, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, <=50K
[42 - 56], [9 - 12], 0, 0, [40 - 55], Private, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, >50K
[42 - 56], [9 - 12], 0, 0, [40 - 55], Private, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, >50K
[35 - 52], 10, 0, 0, [55 - 70], self, United-States, Male, White, Husband, Sales, Married-civ-spouse, >50K
[35 - 52], 10, 0, 0, [55 - 70], self, United-States, Male, White, Husband, Sales, Married-civ-spouse, >50K
[35 - 52], 10, 0, 0, [55 - 70], self, United-States, Male, White, Husband, Sales, Married-civ-spouse, >50K
[33 - 45], [9 - 13], 0, 0, [35 - 55], self, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, >50K
[33 - 45], [9 - 13], 0, 0, [35 - 55], self, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, <=50K
[33 - 45], [9 - 13], 0, 0, [35 - 55], self, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, >50K
[25 - 50], [10 - 16], 0, [0 - 1902], [44 - 65], Private, United-States, Male, White, Husband, Prof-specialty, Married-civ-spouse, <=50K
[25 - 50], [10 - 16], 0, [0 - 1902], [44 - 65], Private, United-States, Male, White, Husband, Prof-specialty, Married-civ-spouse, >50K
[25 - 50], [10 - 16], 0, [0 - 1902], [44 - 65], Private, United-States, Male, White, Husband, Prof-specialty, Married-civ-spouse, >50K
[20 - 38], [9 - 11], 0, 0, [20 - 40], Private, United-States, *, White, Own-child, Other, Never-married, <=50K
[20 - 38], [9 - 11], 0, 0, [20 - 40], Private, United-States, *, White, Own-child, Other, Never-married, <=50K
[20 - 38], [9 - 11], 0, 0, [20 - 40], Private, United-States, *, White, Own-child, Other, Never-married, <=50K
[37 - 46], [9 - 13], 0, [0 - 1504], [40 - 75], Private, United-States, Male, White, *, *, Never-married, <=50K
[37 - 46], [9 - 13], 0, [0 - 1504], [40 - 75], Private, United-States, Male, White, *, *, Never-married, <=50K
[37 - 46], [9 - 13], 0, [0 - 1504], [40 - 75], Private, United-States, Male, White, *, *, Never-married, <=50K
[27 - 45], [9 - 10], 0, 0, [40 - 45], *, United-States, Male, White, Not-in-family, *, *, >50K
[27 - 45], [9 - 10], 0, 0, [40 - 45], *, United-States, Male, White, Not-in-family, *, *, <=50K
[27 - 45], [9 - 10], 0, 0, [40 - 45], *, United-States, Male, White, Not-in-family, *, *, <=50K
[31 - 41], [9 - 11], 0, 0, [35 - 40], Private, United-States, Female, *, *, *, Never-married, <=50K
[31 - 41], [9 - 11], 0, 0, [35 - 40], Private, United-States, Female, *, *, *, Never-married, <=50K
[31 - 41], [9 - 11], 0, 0, [35 - 40], Private, United-States, Female, *, *, *, Never-married, <=50K
[28 - 48], [10 - 15], [0 - 2580], 0, [40 - 58], *, United-States, Male, White, *, *, *, >50K
[28 - 48], [10 - 15], [0 - 2580], 0, [40 - 58], *, United-States, Male, White, *, *, *, <=50K
[28 - 48], [10 - 15], [0 - 2580], 0, [40 - 58], *, United-States, Male, White, *, *, *, <=50K
[38 - 48], [9 - 16], 0, [0 - 1902], [40 - 46], State-gov, United-States, Female, White, Wife, Prof-specialty, Married-civ-spouse, >50K
[38 - 48], [9 - 16], 0, [0 - 1902], [40 - 46], State-gov, United-States, Female, White, Wife, Prof-specialty, Married-civ-spouse, >50K
[38 - 48], [9 - 16], 0, [0 - 1902], [40 - 46], State-gov, United-States, Female, White, Wife, Prof-specialty, Married-civ-spouse, >50K
[38 - 54], 9, [0 - 15024], [0 - 1902], [40 - 52], self, United-States, Male, White, Husband, Craft-repair, Married-civ-spouse, >50K
[38 - 54], 9, [0 - 15024], [0 - 1902], [40 - 52], self, United-States, Male, White, Husband, Craft-repair, Married-civ-spouse, >50K
[38 - 54], 9, [0 - 15024], [0 - 1902], [40 - 52], self, United-States, Male, White, Husband, Craft-repair, Married-civ-spouse, >50K
[20 - 51], [9 - 10], [0 - 3103], 0, [40 - 50], Private, United-States, *, White, *, *, *, <=50K
[20 - 51], [9 - 10], [0 - 3103], 0, [40 - 50], Private, United-States, *, White, *, *, *, <=50K
[20 - 51], [9 - 10], [0 - 3103], 0, [40 - 50], Private, United-States, *, White, *, *, *, >50K
[35 - 38], [13 - 15], 0, [0 - 1977], [25 - 80], Private, United-States, Male, White, Husband, Prof-specialty, Married-civ-spouse, <=50K
[35 - 38], [13 - 15], 0, [0 - 1977], [25 - 80], Private, United-States, Male, White, Husband, Prof-specialty, Married-civ-spouse, >50K
[35 - 38], [13 - 15], 0, [0 - 1977], [25 - 80], Private, United-States, Male, White, Husband, Prof-specialty, Married-civ-spouse, >50K
[38 - 48], [10 - 14], [0 - 7688], 0, [40 - 60], self, *, Male, *, *, *, *, <=50K
[38 - 48], [10 - 14], [0 - 7688], 0, [40 - 60], self, *, Male, *, *, *, *, <=50K
[38 - 48], [10 - 14], [0 - 7688], 0, [40 - 60], self, *, Male, *, *, *, *, >50K
[23 - 31], [10 - 13], [0 - 7298], 0, 40, Private, United-States, Male, White, Husband, Other, Married-civ-spouse, <=50K
[23 - 31], [10 - 13], [0 - 7298], 0, 40, Private, United-States, Male, White, Husband, Other, Married-civ-spouse, >50K
[23 - 31], [10 - 13], [0 - 7298], 0, 40, Private, United-States, Male, White, Husband, Other, Married-civ-spouse, <=50K
[37 - 61], 9, [0 - 3471], 0, [40 - 50], Private, United-States, Male, White, Husband, Technical, Married-civ-spouse, <=50K
[37 - 61], 9, [0 - 3471], 0, [40 - 50], Private, United-States, Male, White, Husband, Technical, Married-civ-spouse, <=50K
[37 - 61], 9, [0 - 3471], 0, [40 - 50], Private, United-States, Male, White, Husband, Technical, Married-civ-spouse, >50K
49, [9 - 14], 0, [0 - 1902], [40 - 80], *, United-States, Male, White, Husband, *, Married-civ-spouse, >50K
49, [9 - 14], 0, [0 - 1902], [40 - 80], *, United-States, Male, White, Husband, *, Married-civ-spouse, <=50K
49, [9 - 14], 0, [0 - 1902], [40 - 80], *, United-States, Male, White, Husband, *, Married-civ-spouse, >50K
[30 - 49], [10 - 13], 0, 0, [50 - 80], Private, United-States, Male, White, Husband, Nontechnical, Married-civ-spouse, <=50K
[30 - 49], [10 - 13], 0, 0, [50 - 80], Private, United-States, Male, White, Husband, Nontechnical, Married-civ-spouse, >50K
[30 - 49], [10 - 13], 0, 0, [50 - 80], Private, United-States, Male, White, Husband, Nontechnical, Married-civ-spouse, >50K
